PurchaseID,PurchaseDate,CustomerEmail,Country,CustomerAge,Category,UnitPrice,Quantity,DiscountPct,PaymentMethod,SatisfactionRating
2844,2023-01-04,customer2843@gmail.com,India,61.0,Sports & Outdoors,51.58,1,0.0,PayPal,4.0
2845,2024-02-13,customer2844@outlook.com,Australia,60.0,Electronics,44.73,4,0.2,Credit Card,
2846,2024-07-10,customer2845@hotmail.com,France,,Electronics,60.48,1,0.1,Credit Card,
2847,2024-05-03,customer2846@outlook.com,Japan,55.0,Electronics,94.37,1,0.0,PayPal,5.0
2848,2023-01-12,customer2847@protonmail.com,India,69.0,Sports & Outdoors,22.27,4,0.2,PayPal,5.0
2849,2024-02-11,customer2848@yahoo.com,Mexico,53.0,Beauty,69.11,5,0.25,PayPal,3.0
2850,2024-10-04,customer2849@gmail.com,United States,58.0,Books,36.16,2,0.15,Credit Card,5.0
2851,2023-03-16,customer2850@hotmail.com,Japan,70.0,Office Supplies,216.87,2,0.05,PayPal,
2852,2024-01-22,customer2851@protonmail.com,United Kingdom,53.0,Beauty,71.75,4,0.25,PayPal,4.0
2853,2023-07-02,customer2852@gmail.com,United States,51.0,Electronics,147.94,2,0.0,Gift Card,4.0
2854,2024-11-09,customer2853@yahoo.com,United States,18.0,Home & Kitchen,91.3,1,0.0,Credit Card,5.0
2855,2024-02-06,customer2854@outlook.com,United States,31.0,Toys,179.69,2,0.2,Credit Card,2.0
2856,2024-07-17,customer2855@hotmail.com,France,24.0,Clothing,61.19,5,0.0,Debit Card,4.0
2857,2024-01-18,customer2856@protonmail.com,India,34.0,Electronics,66.51,4,0.0,PayPal,
2858,2024-10-14,customer2857@hotmail.com,India,25.0,Electronics,55.68,2,0.0,Gift Card,4.0
2859,2023-07-29,customer2858@protonmail.com,Brazil,53.0,Clothing,39.48,5,0.05,Credit Card,4.0
2860,2024-06-26,customer2859@outlook.com,Japan,,Books,23.4,2,0.15,Debit Card,2.0
2861,2023-11-10,customer2860@yahoo.com,Japan,31.0,Sports & Outdoors,76.71,4,0.05,Debit Card,4.0
2862,2024-02-25,customer2861@protonmail.com,United States,68.0,Beauty,111.38,1,0.05,Credit Card,4.0
2863,2024-05-15,customer2862@yahoo.com,India,42.0,Office Supplies,58.93,5,0.0,PayPal,5.0
2864,2023-05-07,customer2863@yahoo.com,United States,59.0,Grocery,46.42,2,0.0,Debit Card,5.0
2865,2024-09-25,customer2864@hotmail.com,Brazil,21.0,Clothing,144.99,3,0.25,Gift Card,5.0
2866,2024-06-15,customer2865@hotmail.com,Brazil,54.0,Toys,30.41,3,0.0,Debit Card,3.0
2867,2023-10-26,customer2866@hotmail.com,United Kingdom,68.0,Home & Kitchen,64.64,3,0.0,PayPal,4.0
2868,2024-03-08,customer2867@outlook.com,United States,25.0,Office Supplies,99.57,3,0.25,Credit Card,5.0
2869,2024-04-29,customer2868@hotmail.com,India,28.0,Toys,35.56,4,0.0,Debit Card,4.0
2870,2023-11-28,customer2869@hotmail.com,United Kingdom,55.0,Home & Kitchen,65.2,5,0.0,Debit Card,4.0
2871,2024-04-08,customer2870@yahoo.com,Australia,53.0,Beauty,113.75,2,0.25,Credit Card,
2872,2024-02-12,customer2871@protonmail.com,Japan,59.0,Books,35.21,4,0.0,Debit Card,5.0
2873,2024-07-22,customer2872@outlook.com,France,32.0,Office Supplies,92.71,3,0.0,PayPal,5.0
2874,2023-06-19,customer2873@yahoo.com,United Kingdom,35.0,Electronics,18.42,3,0.05,Debit Card,4.0
2875,2023-01-04,customer2874@yahoo.com,France,22.0,Clothing,58.23,3,0.0,PayPal,4.0
2876,2023-10-23,customer2875@gmail.com,France,31.0,Office Supplies,124.97,5,0.05,Credit Card,5.0
2877,2024-08-24,customer2876@outlook.com,France,54.0,Books,95.05,4,0.0,Credit Card,
2878,2023-04-01,customer2877@hotmail.com,Germany,57.0,Clothing,129.55,1,0.15,Credit Card,5.0
2879,2024-09-20,customer2878@protonmail.com,United States,50.0,Sports & Outdoors,9.15,1,0.2,PayPal,1.0
2880,2023-10-27,customer2879@gmail.com,Germany,24.0,Sports & Outdoors,59.65,4,0.1,Credit Card,4.0
2881,2023-06-02,customer2880@hotmail.com,Germany,67.0,Electronics,37.52,3,0.0,Credit Card,5.0
2882,2023-12-07,customer2881@yahoo.com,United Kingdom,51.0,Home & Kitchen,61.62,3,0.2,Credit Card,5.0
2883,2024-08-15,customer2882@gmail.com,Canada,20.0,Clothing,116.98,5,0.15,Credit Card,5.0
2884,2024-09-18,customer2883@outlook.com,France,73.0,Home & Kitchen,155.99,2,0.2,Debit Card,4.0
2885,2024-03-23,customer2884@gmail.com,Mexico,51.0,Clothing,198.12,2,0.25,Debit Card,5.0
2886,2024-01-20,customer2885@gmail.com,Canada,19.0,Clothing,47.34,4,0.05,PayPal,
2887,2024-08-11,customer2886@yahoo.com,Japan,41.0,Beauty,16.41,4,0.25,Debit Card,1.0
2888,2024-10-25,customer2887@protonmail.com,Mexico,28.0,Toys,12.88,5,0.2,Credit Card,5.0
2889,2024-08-03,customer2888@gmail.com,Mexico,18.0,Clothing,25.8,5,0.1,Debit Card,5.0
2890,2024-12-07,customer2889@yahoo.com,Germany,48.0,Home & Kitchen,110.11,2,0.15,Credit Card,5.0
2891,2024-08-29,customer2890@protonmail.com,Canada,19.0,Clothing,85.03,1,0.05,Credit Card,4.0
2892,2023-02-05,customer2891@yahoo.com,Brazil,22.0,Home & Kitchen,156.32,4,0.2,PayPal,5.0
2893,2023-01-15,customer2892@yahoo.com,Germany,46.0,Office Supplies,88.4,1,0.0,Credit Card,
2894,2024-03-11,customer2893@hotmail.com,United Kingdom,58.0,Electronics,60.86,3,0.05,PayPal,4.0
2895,2024-11-29,customer2894@gmail.com,Brazil,38.0,Grocery,47.22,2,0.0,Debit Card,5.0
2896,2023-08-07,customer2895@gmail.com,United Kingdom,22.0,Sports & Outdoors,143.76,2,0.0,Gift Card,2.0
2897,2024-12-06,customer2896@yahoo.com,Australia,58.0,Grocery,9.0,5,0.25,Credit Card,5.0
2898,2024-09-13,customer2897@hotmail.com,France,28.0,Automotive,27.4,2,0.15,PayPal,4.0
2899,2023-04-13,customer2898@gmail.com,India,31.0,Grocery,97.44,5,0.05,Debit Card,4.0
2900,2023-12-27,customer2899@gmail.com,Brazil,49.0,Toys,50.57,2,0.25,PayPal,5.0
2901,2023-06-11,customer2900@gmail.com,Germany,28.0,Home & Kitchen,107.59,2,0.0,Credit Card,5.0
2902,2023-02-27,customer2901@hotmail.com,United States,64.0,Sports & Outdoors,101.05,2,0.25,Debit Card,5.0
2903,2024-05-19,customer2902@hotmail.com,United Kingdom,63.0,Electronics,94.39,4,0.05,Debit Card,4.0
2904,2023-06-06,customer2903@yahoo.com,Canada,38.0,Clothing,91.36,4,0.0,Credit Card,5.0
2905,2024-02-13,customer2904@gmail.com,Brazil,59.0,Grocery,113.94,1,0.0,Credit Card,5.0
2906,2024-05-06,customer2905@hotmail.com,Brazil,21.0,Toys,113.98,2,0.05,Gift Card,4.0
2907,2023-11-12,customer2906@hotmail.com,United States,64.0,Home & Kitchen,65.65,5,0.2,Debit Card,4.0
2908,2023-02-28,customer2907@gmail.com,Germany,37.0,Automotive,55.19,3,0.2,Debit Card,5.0
2909,2023-02-20,customer2908@hotmail.com,Canada,72.0,Electronics,81.06,1,0.0,PayPal,4.0
2910,2023-10-04,customer2909@protonmail.com,India,22.0,Automotive,132.52,2,0.05,Credit Card,3.0
2911,2023-02-01,customer2910@hotmail.com,Brazil,29.0,Beauty,37.85,3,0.05,Credit Card,5.0
2912,2024-09-28,customer2911@yahoo.com,Canada,,Electronics,58.1,2,0.1,PayPal,4.0
2913,2023-05-02,customer2912@yahoo.com,Japan,53.0,Electronics,45.76,3,0.1,PayPal,5.0
2914,2023-01-22,customer2913@yahoo.com,India,44.0,Office Supplies,33.05,3,0.25,Debit Card,3.0
2915,2023-04-13,customer2914@yahoo.com,United States,19.0,Electronics,48.63,3,0.0,Debit Card,5.0
2916,2024-05-23,customer2915@gmail.com,Japan,68.0,Office Supplies,24.74,3,0.05,Debit Card,4.0
2917,2024-03-05,customer2916@protonmail.com,Australia,37.0,Clothing,22.19,1,0.0,PayPal,4.0
2918,2024-05-08,customer2917@gmail.com,Canada,68.0,Clothing,166.17,3,0.0,Debit Card,
2919,2023-09-11,customer2918@yahoo.com,Mexico,38.0,Sports & Outdoors,30.54,1,0.05,Debit Card,5.0
2920,2023-08-23,customer2919@gmail.com,United States,58.0,Books,93.89,4,0.0,Credit Card,4.0
2921,2024-05-05,customer2920@outlook.com,France,72.0,Clothing,197.84,3,0.2,Credit Card,5.0
2922,2023-03-24,customer2921@gmail.com,India,66.0,Sports & Outdoors,126.04,4,0.05,PayPal,
2923,2023-10-15,customer2922@hotmail.com,Germany,57.0,Clothing,91.69,2,0.05,Credit Card,5.0
2924,2023-03-16,customer2923@outlook.com,United Kingdom,48.0,Electronics,101.45,2,0.1,PayPal,
2925,2023-11-06,customer2924@outlook.com,Brazil,64.0,Grocery,46.31,4,0.1,PayPal,4.0
2926,2024-12-08,customer2925@hotmail.com,United Kingdom,,Books,127.81,1,0.25,Credit Card,5.0
2927,2024-09-12,customer2926@protonmail.com,Australia,46.0,Sports & Outdoors,175.19,3,0.1,PayPal,4.0
2928,2024-05-09,customer2927@gmail.com,Canada,65.0,Toys,52.3,2,0.2,Credit Card,3.0
2929,2024-04-24,customer2928@hotmail.com,United States,18.0,Sports & Outdoors,21.47,2,0.2,Credit Card,5.0
2930,2023-10-02,customer2929@gmail.com,Germany,55.0,Home & Kitchen,111.26,3,0.0,Debit Card,4.0
2931,2024-05-29,customer2930@gmail.com,Canada,72.0,Office Supplies,231.51,3,0.2,PayPal,
2932,2024-08-31,customer2931@gmail.com,Australia,31.0,Clothing,32.86,2,0.2,Credit Card,5.0
2933,2024-02-13,customer2932@yahoo.com,France,64.0,Automotive,8.21,1,0.15,Credit Card,3.0
2934,2023-03-17,customer2933@outlook.com,France,61.0,Grocery,58.63,3,0.0,Gift Card,4.0
2935,2024-05-21,customer2934@yahoo.com,Mexico,,Beauty,44.06,2,0.0,Gift Card,2.0
2936,2023-04-03,customer2935@yahoo.com,India,,Books,74.43,1,0.0,Gift Card,4.0
2937,2023-08-25,customer2936@protonmail.com,France,52.0,Electronics,39.43,5,0.15,Credit Card,5.0
2938,2023-05-25,customer2937@gmail.com,Canada,45.0,Clothing,57.3,3,0.1,PayPal,4.0
2939,2023-02-06,customer2938@gmail.com,United Kingdom,33.0,Sports & Outdoors,31.17,1,0.0,PayPal,5.0
2940,2024-07-11,customer2939@outlook.com,Brazil,38.0,Clothing,13.27,2,0.1,Credit Card,4.0
2941,2024-04-15,customer2940@hotmail.com,India,46.0,Electronics,61.48,1,0.05,Credit Card,2.0
2942,2023-10-26,customer2941@outlook.com,Mexico,38.0,Books,97.98,5,0.0,Credit Card,4.0
2943,2023-10-06,customer2942@hotmail.com,Mexico,43.0,Electronics,25.48,3,0.2,PayPal,3.0
2944,2024-04-14,customer2943@gmail.com,United States,60.0,Clothing,209.91,5,0.05,Debit Card,
2945,2024-01-23,customer2944@outlook.com,India,29.0,Books,87.83,2,0.1,Credit Card,3.0
2946,2023-06-19,customer2945@hotmail.com,Brazil,72.0,Electronics,46.35,5,0.25,Credit Card,3.0
2947,2023-12-17,customer2946@yahoo.com,Canada,,Electronics,139.89,5,0.25,PayPal,3.0
2948,2024-07-21,customer2947@outlook.com,United Kingdom,40.0,Home & Kitchen,113.92,4,0.15,Debit Card,4.0
2949,2024-02-08,customer2948@gmail.com,Mexico,41.0,Toys,95.16,3,0.25,Gift Card,5.0
2950,2024-08-08,customer2949@hotmail.com,France,24.0,Office Supplies,72.55,5,0.0,Credit Card,5.0
2951,2024-01-06,customer2950@protonmail.com,Japan,48.0,Home & Kitchen,47.25,3,0.0,Bank Transfer,2.0
2952,2023-10-29,customer2951@yahoo.com,United States,20.0,Beauty,82.59,1,0.25,Credit Card,5.0
2953,2024-06-25,customer2952@gmail.com,Japan,64.0,Home & Kitchen,72.38,1,0.25,Credit Card,2.0
2954,2023-06-02,customer2953@yahoo.com,United Kingdom,65.0,Sports & Outdoors,135.54,3,0.0,Gift Card,2.0
2955,2024-04-02,customer2954@protonmail.com,Brazil,36.0,Electronics,90.83,2,0.0,Credit Card,5.0
2956,2024-04-04,customer2955@protonmail.com,Canada,35.0,Grocery,53.49,4,0.0,Debit Card,4.0
2957,2023-07-22,customer2956@outlook.com,Mexico,32.0,Beauty,52.91,3,0.2,Credit Card,4.0
2958,2023-07-06,customer2957@hotmail.com,United Kingdom,64.0,Sports & Outdoors,38.61,3,0.0,PayPal,4.0
2959,2023-03-03,customer2958@hotmail.com,France,73.0,Electronics,74.89,2,0.25,Credit Card,4.0
2960,2023-04-19,customer2959@gmail.com,United States,24.0,Grocery,48.84,2,0.0,Debit Card,5.0
2961,2023-03-11,customer2960@gmail.com,United States,25.0,Electronics,27.47,2,0.0,Credit Card,5.0
2962,2024-03-25,customer2961@hotmail.com,Mexico,20.0,Toys,107.94,4,0.0,Gift Card,2.0
2963,2023-03-30,customer2962@outlook.com,Brazil,42.0,Grocery,45.78,4,0.25,Gift Card,
2964,2024-01-10,customer2963@hotmail.com,India,35.0,Sports & Outdoors,55.48,5,0.0,PayPal,4.0
2965,2023-03-23,customer2964@yahoo.com,India,40.0,Grocery,152.33,4,0.2,Gift Card,5.0
2966,2024-07-25,customer2965@protonmail.com,Japan,35.0,Beauty,117.78,3,0.1,Debit Card,5.0
2967,2024-05-09,customer2966@hotmail.com,Japan,49.0,Beauty,90.02,4,0.0,Credit Card,3.0
2968,2023-08-02,customer2967@outlook.com,Germany,74.0,Home & Kitchen,74.38,2,0.0,Credit Card,4.0
2969,2024-06-20,customer2968@protonmail.com,Brazil,73.0,Clothing,172.1,5,0.0,PayPal,
2970,2023-06-14,customer2969@outlook.com,Mexico,31.0,Books,56.66,1,0.0,Debit Card,5.0
2971,2024-04-08,customer2970@yahoo.com,United Kingdom,66.0,Toys,39.35,5,0.2,Credit Card,5.0
2972,2024-04-12,customer2971@yahoo.com,Mexico,60.0,Beauty,135.18,1,0.15,Credit Card,2.0
2973,2023-11-15,customer2972@gmail.com,Australia,69.0,Toys,90.13,5,0.0,Bank Transfer,4.0
2974,2024-05-26,customer2973@outlook.com,Brazil,70.0,Beauty,33.76,4,0.05,Credit Card,4.0
2975,2024-11-22,customer2974@hotmail.com,Germany,23.0,Electronics,90.24,3,0.0,Credit Card,4.0
2976,2023-10-29,customer2975@gmail.com,Japan,62.0,Clothing,21.75,3,0.15,PayPal,4.0
2977,2023-07-26,customer2976@outlook.com,Australia,61.0,Automotive,119.64,2,0.0,Debit Card,5.0
2978,2023-11-19,customer2977@protonmail.com,Germany,73.0,Home & Kitchen,76.32,2,0.0,Credit Card,
2979,2024-02-19,customer2978@hotmail.com,United States,60.0,Electronics,83.39,2,0.15,Debit Card,4.0
2980,2023-04-01,customer2979@hotmail.com,India,27.0,Beauty,86.59,5,0.2,Credit Card,5.0
2981,2024-12-01,customer2980@yahoo.com,Japan,37.0,Home & Kitchen,89.45,2,0.25,Credit Card,4.0
2982,2023-12-09,customer2981@hotmail.com,France,56.0,Books,63.44,3,0.25,Debit Card,5.0
2983,2024-12-04,customer2982@yahoo.com,Australia,36.0,Beauty,67.74,4,0.15,Gift Card,
2984,2024-12-02,customer2983@hotmail.com,Japan,47.0,Books,48.43,4,0.0,PayPal,4.0
2985,2023-02-16,customer2984@protonmail.com,United States,52.0,Automotive,74.57,2,0.2,Credit Card,4.0
2986,2023-03-24,customer2985@yahoo.com,Canada,67.0,Automotive,63.61,5,0.15,Credit Card,5.0
2987,2023-05-13,customer2986@hotmail.com,Mexico,26.0,Books,70.26,1,0.25,Debit Card,1.0
2988,2024-02-19,customer2987@gmail.com,United States,60.0,Office Supplies,25.71,4,0.2,Credit Card,5.0
2989,2023-09-16,customer2988@hotmail.com,Canada,70.0,Home & Kitchen,43.12,1,0.2,Credit Card,4.0
2990,2023-01-14,customer2989@outlook.com,Mexico,62.0,Home & Kitchen,11.19,5,0.1,Credit Card,5.0
2991,2024-02-16,customer2990@protonmail.com,Brazil,18.0,Sports & Outdoors,59.49,1,0.2,Credit Card,3.0
2992,2023-08-26,customer2991@outlook.com,Japan,40.0,Toys,30.77,5,0.0,Debit Card,4.0
2993,2024-09-07,customer2992@gmail.com,Mexico,48.0,Home & Kitchen,17.33,4,0.0,Credit Card,4.0
2994,2024-07-09,customer2993@protonmail.com,Japan,56.0,Clothing,74.59,1,0.0,Credit Card,4.0
2995,2024-09-08,customer2994@yahoo.com,United States,63.0,Home & Kitchen,32.86,4,0.1,Credit Card,2.0
2996,2024-02-19,customer2995@hotmail.com,United States,68.0,Home & Kitchen,43.17,2,0.15,Debit Card,4.0
2997,2024-05-22,customer2996@hotmail.com,India,64.0,Clothing,82.13,5,0.05,Credit Card,4.0
2998,2023-03-01,customer2997@yahoo.com,France,,Automotive,105.42,5,0.05,Credit Card,5.0
2999,2024-07-08,customer2998@gmail.com,Germany,55.0,Grocery,49.49,5,0.0,Credit Card,5.0
3000,2023-11-26,customer2999@outlook.com,United Kingdom,19.0,Books,119.6,4,0.2,Credit Card,2.0
3001,2023-01-04,customer3000@outlook.com,Brazil,25.0,Books,137.44,5,0.0,PayPal,4.0
3002,2023-02-27,customer3001@outlook.com,India,35.0,Electronics,61.58,3,0.0,Credit Card,4.0
3003,2023-08-14,customer3002@protonmail.com,Japan,54.0,Books,61.51,1,0.0,PayPal,5.0
3004,2023-09-30,customer3003@hotmail.com,France,67.0,Sports & Outdoors,41.53,5,0.0,PayPal,4.0
3005,2023-06-02,customer3004@yahoo.com,Australia,60.0,Grocery,71.29,1,0.25,Debit Card,4.0
3006,2024-07-15,customer3005@hotmail.com,Germany,44.0,Clothing,105.74,4,0.0,Debit Card,3.0
3007,2023-11-23,customer3006@yahoo.com,Germany,23.0,Automotive,131.77,3,0.2,Debit Card,4.0
3008,2023-07-08,customer3007@hotmail.com,Canada,32.0,Grocery,33.9,2,0.05,Debit Card,4.0
3009,2024-05-06,customer3008@yahoo.com,France,55.0,Electronics,64.22,4,0.25,Credit Card,3.0
3010,2023-11-27,customer3009@protonmail.com,Germany,69.0,Automotive,94.8,2,0.15,Credit Card,5.0
3011,2024-07-22,customer3010@outlook.com,United Kingdom,24.0,Home & Kitchen,18.01,5,0.0,Credit Card,
3012,2024-01-01,customer3011@yahoo.com,Germany,20.0,Automotive,4.51,5,0.0,Debit Card,5.0
3013,2024-07-01,customer3012@protonmail.com,Brazil,47.0,Sports & Outdoors,62.56,5,0.0,Credit Card,2.0
3014,2024-09-14,customer3013@protonmail.com,Brazil,63.0,Clothing,34.66,5,0.1,Gift Card,5.0
3015,2023-02-27,customer3014@gmail.com,India,30.0,Clothing,31.18,5,0.0,Credit Card,4.0
3016,2023-03-30,customer3015@gmail.com,India,63.0,Toys,35.98,5,0.2,Credit Card,4.0
3017,2024-06-17,customer3016@protonmail.com,Mexico,74.0,Grocery,36.27,5,0.0,PayPal,
3018,2024-02-06,customer3017@protonmail.com,Germany,47.0,Grocery,81.19,4,0.25,PayPal,1.0
3019,2023-06-25,customer3018@yahoo.com,India,57.0,Clothing,10.85,4,0.0,Debit Card,2.0
3020,2023-01-23,customer3019@yahoo.com,France,33.0,Grocery,77.64,1,0.25,Debit Card,
3021,2024-11-28,customer3020@hotmail.com,India,57.0,Books,51.6,1,0.2,Credit Card,3.0
3022,2023-03-10,customer3021@hotmail.com,Mexico,42.0,Clothing,23.4,2,0.1,Bank Transfer,4.0
3023,2023-12-04,customer3022@outlook.com,Brazil,63.0,Home & Kitchen,90.13,2,0.05,Debit Card,
3024,2023-06-11,customer3023@hotmail.com,Germany,38.0,Grocery,80.26,2,0.25,Credit Card,5.0
3025,2023-10-16,customer3024@yahoo.com,Germany,50.0,Sports & Outdoors,38.37,2,0.2,PayPal,4.0
3026,2024-06-09,customer3025@yahoo.com,Japan,26.0,Clothing,86.78,2,0.1,Credit Card,
3027,2024-01-07,customer3026@outlook.com,Mexico,55.0,Sports & Outdoors,126.14,3,0.0,Debit Card,
3028,2023-01-31,customer3027@yahoo.com,Canada,51.0,Grocery,12.17,4,0.0,Debit Card,4.0
3029,2023-03-05,customer3028@protonmail.com,United Kingdom,38.0,Home & Kitchen,31.62,5,0.25,PayPal,4.0
3030,2024-11-20,customer3029@hotmail.com,France,29.0,Clothing,10.12,1,0.25,Bank Transfer,5.0
3031,2023-07-03,customer3030@outlook.com,India,72.0,Clothing,99.67,3,0.2,Credit Card,5.0
3032,2023-11-09,customer3031@yahoo.com,United Kingdom,74.0,Electronics,56.95,3,0.0,PayPal,5.0
3033,2024-07-27,customer3032@outlook.com,France,46.0,Clothing,48.36,4,0.05,PayPal,4.0
3034,2024-09-04,customer3033@yahoo.com,United Kingdom,50.0,Beauty,95.67,5,0.0,Credit Card,5.0
3035,2023-07-27,customer3034@yahoo.com,Brazil,54.0,Home & Kitchen,43.44,2,0.05,Debit Card,5.0
3036,2023-06-11,customer3035@hotmail.com,United Kingdom,24.0,Grocery,96.71,4,0.0,Gift Card,2.0
3037,2023-11-16,customer3036@gmail.com,United States,32.0,Office Supplies,27.26,3,0.1,Debit Card,4.0
3038,2023-09-04,customer3037@hotmail.com,France,53.0,Home & Kitchen,62.63,2,0.1,Debit Card,4.0
3039,2024-05-26,customer3038@hotmail.com,United States,53.0,Clothing,107.07,3,0.0,Debit Card,4.0
3040,2024-06-14,customer3039@gmail.com,United Kingdom,39.0,Electronics,19.92,1,0.1,PayPal,4.0
3041,2023-07-09,customer3040@gmail.com,Mexico,46.0,Beauty,36.41,1,0.1,Credit Card,5.0
3042,2023-10-04,customer3041@outlook.com,India,,Books,48.26,3,0.15,Credit Card,3.0
3043,2024-06-17,customer3042@gmail.com,Japan,59.0,Toys,162.93,5,0.0,PayPal,5.0
3044,2024-01-06,customer3043@protonmail.com,France,34.0,Grocery,75.24,3,0.0,Credit Card,5.0
3045,2024-02-07,customer3044@outlook.com,India,74.0,Grocery,23.98,4,0.0,PayPal,4.0
3046,2024-08-13,customer3045@outlook.com,United States,32.0,Books,178.16,5,0.0,Credit Card,2.0
3047,2024-04-20,customer3046@outlook.com,France,20.0,Automotive,154.47,3,0.15,Credit Card,5.0
3048,2024-04-20,customer3047@yahoo.com,France,51.0,Office Supplies,71.72,3,0.0,PayPal,1.0
3049,2023-12-18,customer3048@hotmail.com,United States,26.0,Sports & Outdoors,207.57,2,0.0,Credit Card,
3050,2024-09-02,customer3049@hotmail.com,United States,33.0,Electronics,41.41,2,0.0,Debit Card,
3051,2023-01-17,customer3050@gmail.com,France,47.0,Grocery,52.64,5,0.1,Debit Card,
3052,2023-03-05,customer3051@gmail.com,Canada,20.0,Automotive,31.94,4,0.0,PayPal,4.0
3053,2024-05-08,customer3052@protonmail.com,Mexico,30.0,Toys,96.07,1,0.05,Credit Card,
3054,2024-03-19,customer3053@protonmail.com,Canada,64.0,Beauty,188.66,3,0.0,Debit Card,5.0
3055,2023-07-24,customer3054@protonmail.com,United States,33.0,Clothing,115.79,4,0.15,Bank Transfer,4.0
3056,2024-03-14,customer3055@yahoo.com,Brazil,34.0,Books,33.95,5,0.25,Debit Card,3.0
3057,2023-03-20,customer3056@protonmail.com,France,43.0,Grocery,43.32,4,0.1,Credit Card,3.0
3058,2024-03-19,customer3057@hotmail.com,France,35.0,Automotive,107.56,1,0.2,Credit Card,4.0
3059,2023-09-21,customer3058@yahoo.com,United Kingdom,72.0,Electronics,33.12,2,0.0,Debit Card,4.0
3060,2024-03-05,customer3059@hotmail.com,United States,42.0,Electronics,62.09,3,0.0,Credit Card,4.0
3061,2023-09-06,customer3060@hotmail.com,Brazil,30.0,Clothing,18.64,1,0.2,Debit Card,4.0
3062,2024-06-12,customer3061@hotmail.com,Australia,63.0,Clothing,52.14,3,0.05,Debit Card,4.0
3063,2023-03-23,customer3062@protonmail.com,Germany,19.0,Grocery,71.59,2,0.25,PayPal,4.0
3064,2024-09-08,customer3063@protonmail.com,United Kingdom,53.0,Electronics,73.7,3,0.25,Debit Card,4.0
3065,2023-12-28,customer3064@hotmail.com,Canada,45.0,Beauty,89.44,2,0.15,PayPal,5.0
3066,2023-06-17,customer3065@outlook.com,Brazil,22.0,Toys,148.29,2,0.15,Credit Card,4.0
3067,2024-12-03,customer3066@hotmail.com,United States,31.0,Beauty,120.09,5,0.0,Debit Card,5.0
3068,2023-03-18,customer3067@protonmail.com,Mexico,44.0,Books,114.29,3,0.2,PayPal,4.0
3069,2024-01-28,customer3068@outlook.com,Australia,19.0,Grocery,104.48,1,0.25,PayPal,4.0
3070,2023-02-24,customer3069@hotmail.com,Canada,61.0,Clothing,74.26,4,0.2,Credit Card,
3071,2024-10-18,customer3070@yahoo.com,India,64.0,Clothing,62.73,2,0.0,Credit Card,5.0
3072,2023-04-26,customer3071@protonmail.com,United Kingdom,20.0,Sports & Outdoors,123.91,1,0.0,PayPal,5.0
3073,2023-07-03,customer3072@protonmail.com,United Kingdom,39.0,Clothing,106.71,4,0.25,Debit Card,4.0
3074,2024-04-23,customer3073@gmail.com,Brazil,20.0,Clothing,39.39,2,0.0,Debit Card,2.0
3075,2024-10-07,customer3074@gmail.com,Canada,27.0,Automotive,93.9,1,0.2,Credit Card,4.0
3076,2023-11-01,customer3075@protonmail.com,Japan,58.0,Beauty,75.12,1,0.0,Credit Card,
3077,2023-07-09,customer3076@hotmail.com,United Kingdom,36.0,Home & Kitchen,85.54,4,0.2,Credit Card,5.0
3078,2023-09-13,customer3077@hotmail.com,India,46.0,Beauty,134.24,2,0.1,Credit Card,4.0
3079,2024-10-31,customer3078@gmail.com,France,33.0,Home & Kitchen,41.29,2,0.0,Credit Card,2.0
3080,2024-10-26,customer3079@protonmail.com,Japan,27.0,Clothing,38.45,3,0.25,PayPal,3.0
3081,2023-03-31,customer3080@hotmail.com,France,66.0,Home & Kitchen,79.42,2,0.25,Gift Card,5.0
3082,2024-10-19,customer3081@yahoo.com,Canada,56.0,Electronics,44.14,1,0.0,Credit Card,
3083,2024-09-05,customer3082@protonmail.com,Germany,67.0,Clothing,21.87,1,0.0,Credit Card,4.0
3084,2024-01-29,customer3083@hotmail.com,India,22.0,Toys,29.75,1,0.2,Credit Card,3.0
3085,2023-07-06,customer3084@protonmail.com,Australia,30.0,Clothing,208.24,5,0.05,Gift Card,5.0
3086,2023-12-01,customer3085@outlook.com,Canada,43.0,Electronics,71.14,5,0.15,Credit Card,4.0
3087,2024-07-19,customer3086@outlook.com,United States,74.0,Home & Kitchen,95.45,4,0.2,Gift Card,3.0
3088,2023-07-17,customer3087@hotmail.com,United States,64.0,Home & Kitchen,58.86,3,0.15,Debit Card,4.0
3089,2023-09-09,customer3088@gmail.com,India,47.0,Toys,126.78,5,0.05,PayPal,5.0
3090,2023-12-02,customer3089@hotmail.com,Mexico,28.0,Home & Kitchen,11.57,5,0.15,Credit Card,4.0
3091,2023-02-19,customer3090@protonmail.com,Australia,72.0,Toys,161.97,3,0.0,Debit Card,5.0
3092,2023-10-27,customer3091@protonmail.com,Australia,51.0,Books,70.28,4,0.1,Credit Card,5.0
3093,2023-04-08,customer3092@yahoo.com,Australia,62.0,Home & Kitchen,43.88,1,0.1,PayPal,4.0
3094,2023-01-06,customer3093@outlook.com,Germany,39.0,Beauty,148.46,1,0.15,Debit Card,5.0
3095,2023-10-10,customer3094@yahoo.com,Brazil,61.0,Sports & Outdoors,91.81,5,0.0,PayPal,2.0
3096,2024-07-07,customer3095@outlook.com,United Kingdom,68.0,Sports & Outdoors,63.83,3,0.2,Debit Card,
3097,2024-12-18,customer3096@hotmail.com,Brazil,42.0,Clothing,23.88,5,0.0,Bank Transfer,4.0
